UDISE Code,School Name,District,Block,State,Management,Category,PIN Code
"24191107202","C. N. PARMAR GURUKUL ASHRAM SCHOOL","VADODARA","KHATAMBA","Gujarat","Tribal Welfare Department","Primary with Upper Primary","390019"
"24191208301","NANI MANEKPUR PRI.SCH.","VADODARA","NANI MANEKPUR","Gujarat","Local body","Primary","391761"
"24191302202","N.P. BABAJIPURA SCHOOL NO-8","VADODARA","EL WARD NO 7  FATEPURA 1","Gujarat","Local body","Primary with Upper Primary","390001"
"24191200701","AAMODAR PRI.SCH.","VADODARA","AMODAR","Gujarat","Local body","Primary with Upper Primary","391760"
"24191302001","N.P. BABAJIPURA SCHOOL NO-7","VADODARA","WARD-5,SIYABAUG,KHANDERAO MARKET","Gujarat","Local body","Primary with Upper Primary","390001"
"24191305105","FAIZ SCHOOL (ENG)","VADODARA","WARD-6, BABAJIPURA-17","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390020"
"24191302322","SAPPHIRE GLOBAL SCHOOL","VADODARA","GAJARAVADI-3,PONAM & MAHESH COMPLEX","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390025"
"24191305104","FAIZ SCHOOL (GUJ)","VADODARA","WARD-6, BABAJIPURA-17","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390012"
"24191302002","SADHU VASWANI VIDYA MANDIR","VADODARA","WARD-5,SIYABAUG,KHANDERAO MARKET","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191303013","FIRST STEP SCHOOL","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Primary","390007"
"24191303012","NEW HEAVEN SCHOOL (ENG.)","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Primary","390019"
"24191302301","N.P. VADI SCHOOL NO-3","VADODARA","GAJARAVADI-3,PONAM & MAHESH COMPLEX","Gujarat","Local body","Primary with Upper Primary","390017"
"24191300809","SHIRU VIDHYALAY","VADODARA","BABAJIPURA WARD 5 E","Gujarat","Private Unaided (Recognized)","Secondary Only","390001"
"24191214401","BHARVADVAS PRI. SCH.","VADODARA","AMODAR","Gujarat","Local body","Primary","391760"
"24191303014","SHREE SWAMI VIVEKANAND VIDHYALAYA (ENG)","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390007"
"24191300808","SHIYABAG PVT REG. SHALA","VADODARA","BABAJIPURA WARD 5 E","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191107203","C.N. PARMAR GURUKUL VIDHYALAYA KHATAMBA","VADODARA","KHATAMBA","Gujarat","Private Unaided (Recognized)","Secondary Only","390019"
"24191213405","CHANDPURA PRI. SCH.","VADODARA","VASVEL","Gujarat","Local body","Primary","391760"
"24191305124","KHADIJATULKUBRA GIRLS SCHOOL","VADODARA","WARD-6, BABAJIPURA-17","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390020"
"24191101714","NAVRACHNA INTERNATIONAL SCHOOL I.B.","VADODARA","BHAYALI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391410"
"24191301455","UNNATI VIDYALAYA","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Government Aided","Secondary Only","390020"
"24191302408","SANSKAR VIKAS PRI SCH","VADODARA","NAVAPARA-WARD 3","Gujarat","Government Aided","Primary","390001"
"24191302657","BASIL SCHOOL","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Government Aided","Secondary with Higher Secondary","390020"
"24191302641","BASIL SCHOOL","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390020"
"24191302005","NEW HORIZON SCHOOL","VADODARA","WARD-5,SIYABAUG,KHANDERAO MARKET","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","390001"
"24191306102","SHREE M K NADKARNI HIGH SCHOOL","VADODARA","WARD NO 14 AKOTA BABAJIPURA -17","Gujarat","Government Aided","Secondary Only","390001"
"24191301705","KELAVANI TRUST VIDHYALAY (ENG.)","VADODARA","SAYAJI-6, PARASI-AGIYARI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390015"
"24191301704","KELAVANI TRUST VIDYALAYA (GUJ)","VADODARA","SAYAJI-6, PARASI-AGIYARI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390015"
"24191304903","SHRI HARI BHAKTI RANESWAR VIDHYAMANDIR","VADODARA","SAYAJI-21, GOTRI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390007"
"24191301608","M K PRIMARY SCHOOL","VADODARA","WARD-11,GERI,VASANA,GOTRI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390007"
"24191301801","SABARI VIDYALAYA","VADODARA","SAYAJIGANJ WARD - 16","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390015"
"24191301803","SABARI VIDYALAYA","VADODARA","SAYAJIGANJ WARD - 16","Gujarat","Government Aided","Secondary with Higher Secondary","390015"
"24191300607","LITTLE FLOWERS  SCHOOL (ENG)","VADODARA","MAKARPURA WARD 4","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191300606","LITTLE FLOWERS SCHOOL  (GUJ)","VADODARA","MAKARPURA WARD 4","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191204801","ISHWARPURA PRI SCH","VADODARA","LIMDA","Gujarat","Local body","Primary","391760"
"24191209705","GUJARAT PUBLIC SCHOOL GSEB ENGLISH","VADODARA","PIPLIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391760"
"24191209706","GUJARAT PUBLIC INTERNATIONAL SCHOOL CBSE","VADODARA","PIPLIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391760"
"24191300201","OM SCHOOL (GUJ)","VADODARA","SHUBHANPURA-10,GORWA,VADIVADI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390010"
"24191209704","GUJARAT PUBLIC SCHOOL GSEB GUJARATI","VADODARA","PIPLIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391760"
"24191304106","BAL KALYAN KENDRA SHALA","VADODARA","EL WARD 7 SHAHER - 3","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191304514","KIDZANIAA SCHOOL (ENG)","VADODARA","SHAHER-16, SH-22, AJWAROAD","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390007"
"24191303015","ROOSEVELT HIGH SCHOOL","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Government Aided","Secondary with Higher Secondary","390007"
"24191100803","GREEN VALLEY HIGHER SEC. SCHOOL","VADODARA","AMPAD","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","391101"
"24191302320","SHREE MAVLANKAR VIDYALAYA","VADODARA","GAJARAVADI-3,PONAM & MAHESH COMPLEX","Gujarat","Private Unaided (Recognized)","Secondary Only","390017"
"24191302312","SHREE MAVLANKAR VIDYALAYA","VADODARA","GAJARAVADI-3,PONAM & MAHESH COMPLEX","Gujarat","Government Aided","Primary with Upper Primary","390017"
"24191303101","N.P. VADI SCHOOL N0-1","VADODARA","GAJRAVADI WARD 3","Gujarat","Local body","Primary with Upper Primary","390017"
"24191304504","N.P. SHAHER SCHOOL NO 30","VADODARA","SHAHER-16, SH-22, AJWAROAD","Gujarat","Local body","Primary with Upper Primary","390019"
"24191100802","GREEN VALLEY HIGH SCHOOL","VADODARA","AMPAD","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391101"
"24191306202","SHREE AMBY VIDYALAYA ( ENG )","VADODARA","WARD NO 9 SHAHER- 16","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390019"
"24191306201","SHREE AMBY VIDYALAYA ( GUJ )","VADODARA","WARD NO 9 SHAHER- 16","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390019"
"24191213409","HIMATPURA PRI SCH","VADODARA","VASVEL","Gujarat","Local body","Primary","391760"
"24191302102","N.P. SHAHER SCHOOL NO-10","VADODARA","WARD-3,CHOKHANDI","Gujarat","Local body","Primary with Upper Primary","390001"
"24191302633","SHREE ROOPAK PRA. REG. SHALA NO-1","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Government Aided","Primary with Upper Primary","390001"
"24191209703","AVALON WORLD SCHOOL","VADODARA","PIPLIYA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391760"
"24191302613","N.P. SAYAJIGUNJ SCHOOL NO-11","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Local body","Primary with Upper Primary","390020"
"24191303117","M E S GIRL'S HIGH SCHOOL","VADODARA","GAJRAVADI WARD 3","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191303119","M E S GIRL'S HIGH SCHOOL","VADODARA","GAJRAVADI WARD 3","Gujarat","Government Aided","Secondary with Higher Secondary","390001"
"24191302616","N.P. SAYAJIGUNJ SCHOOL NO-32","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Local body","Primary with Upper Primary","390020"
"24191301453","M. E. S. HIGH SCHOOL","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Government Aided","Secondary with Higher Secondary","390001"
"24191302617","N.P. SAYAJIGUNJ SCHOOL NO-34","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Local body","Primary with Upper Primary","390020"
"24191303104","IKHWANUL MUSLEMIN PRIMARY REG. SHALA","VADODARA","GAJRAVADI WARD 3","Gujarat","Government Aided","Primary with Upper Primary","390017"
"24190704001","JASPUR PRIMARY SCHOOL","VADODARA","JASPUR","Gujarat","Local body","Primary with Upper Primary","391440"
"24191303008","Smt. CHAMPASIPPY MEMORIAL HIGH SCHOOL","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Government Aided","Secondary Only","390025"
"24191301445","ST. KABIR SCHOOL (ENG)","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390015"
"24191304312","N.P. BABAJIPURA SCHOOL NO-1","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Local body","Primary with Upper Primary","390001"
"24191305812","ATMIYA VIDHYALAY (ENG)","VADODARA","WARD NO - 4 BABAJIPURA -13","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390011"
"24191105201","HINGLOT PRI.SCH.","VADODARA","AMPAD","Gujarat","Local body","Primary","390001"
"24191302106","R & K PANDYA HIGHSCHOOL","VADODARA","WARD-3,CHOKHANDI","Gujarat","Government Aided","Secondary with Higher Secondary","390017"
"24191303103","N.P. SHAHER SCHOOL N0-24","VADODARA","GAJRAVADI WARD 3","Gujarat","Local body","Primary with Upper Primary","390016"
"24191301457","RAMESHWAR VIDHYALAYA","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Government Aided","Secondary Only","390021"
"24191301458","RAMESHWAR VIDHYALAYA","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390021"
"24191301446","RAMESHWAR VIDHYALAYA","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390021"
"24191302404","N.P. VADI SCHOOL NO-19","VADODARA","NAVAPARA-WARD 3","Gujarat","Local body","Primary with Upper Primary","390017"
"24191302105","SHREE SAYAJI HIGH SCHOOL","VADODARA","WARD-3,CHOKHANDI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191302108","SHREE SAYAJI HIGH SCHOOL","VADODARA","WARD-3,CHOKHANDI","Gujarat","Government Aided","Secondary with Higher Secondary","390001"
"24191302306","SHRI O L PANDAYA PRIMARY VIHDYALAY","VADODARA","GAJARAVADI-3,PONAM & MAHESH COMPLEX","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390017"
"24191306401","RISING PRIMARY SCHOOL GUJ MED","VADODARA","WARD NO 24 BABAJIPURA 20","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390009"
"24191304908","SHREE KRUSHNA VIDHYALAY","VADODARA","SAYAJI-21, GOTRI","Gujarat","Government Aided","Secondary Only","390007"
"24191304905","SHREE KRUSHNA VIDHYALAY","VADODARA","SAYAJI-21, GOTRI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390007"
"24191300104","H V SHROFF MEMORIAL HIGH SCHOOL","VADODARA","GAJRAVADI-3, VADI- BAMBKHANA","Gujarat","Government Aided","Secondary with Higher Secondary","390017"
"24191212701","TIMBI PRI SCH","VADODARA","TIMBI","Gujarat","Local body","Primary","391760"
"24191302107","SHREE SAYAJI GIRL'S HIGHSCHOOL","VADODARA","WARD-3,CHOKHANDI","Gujarat","Government Aided","Secondary with Higher Secondary","390001"
"24191300103","SAYAJI GIRL'S  PRI SCHOOL","VADODARA","GAJRAVADI-3, VADI- BAMBKHANA","Gujarat","Private Unaided (Recognized)","Upper Primary only","390001"
"24191213219","BRILIANT SCHOOOL ENGLISH MEDAIM","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Primary","391760"
"24191304516","ROOSEVELT HIGH SCHOOL (ENG)","VADODARA","SHAHER-16, SH-22, AJWAROAD","Gujarat","Private Unaided (Recognized)","Secondary Only","390012"
"24191300367","PANDIT DIN DIYAL UPADHYAY PRIMARY SCHOOL ENG","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Local body","Primary with Upper Primary","390024"
"24191301405","N.P. SAYAJIGUNJ SCHOOL NO-23","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Local body","Primary with Upper Primary","390007"
"24191303003","NEW HEAVEN VIDYALAYA","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390019"
"24191302643","VIDYUT BOARD VIDYALAY (ENG)","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390002"
"24191301450","AATMAN VIDHYALAY (GUJ.)","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390007"
"24191301447","AATMAN VIDYALAYA (ENG.)","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390007"
"24191302656","VIDYUT BOARD VIDYALAY (GUJ)","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Government Aided","Secondary with Higher Secondary","390007"
"24191302637","VIDYUT BOARD VIDYALAY (GUJ)","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390007"
"24191304505","KIDZANIAA SCHOOL","VADODARA","SHAHER-16, SH-22, AJWAROAD","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390025"
"24191302622","SHREE RANG VIDYALAY","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390019"
"24191304403","MAHARANI ENGLISH MEDIUM SCHOOL","VADODARA","RAOPURA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390001"
"24191303016","NEW SUNRISE SCHOOL (ENG)","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Primary","390012"
"24191303006","VANDANA VIDYALAYA","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390019"
"24191303011","VANDANA VIDYALAYA","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Government Aided","Secondary Only","390019"
"24191303009","HEAVEN VIDYALAYA","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","390019"
"24191303001","NEW SUNRISE SCHOOL","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390019"
"24191304330","MAHARANI HIGH SCHOOL FOR GIRLS","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Government Aided","Secondary with Higher Secondary","390001"
"24191304320","MAHARANI HIGH SCHOOL FOR GIRLS","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191300722","SWAMI VIVIKANAND SCHOOL","VADODARA","GIDC,WARD-12,SINDHWAI MATA ROAD","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390025"
"24191304315","SREE KUSALCHAND K VIDYALAY","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191301420","SAURABH VIDYALAYA","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390020"
"24191213213","BRILIANT SCHOOOL","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Primary","391760"
"24191304513","MOTNATH VIDYALAYA","VADODARA","SHAHER-16, SH-22, AJWAROAD","Gujarat","Government Aided","Secondary with Higher Secondary","390019"
"24191302612","N.P. SAYAJIGUNJ SCHOOL NO-5","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Local body","Primary with Upper Primary","390020"
"24191304018","M.E.S.PRIMARY SCHOOL","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390006"
"24191305010","SHATIVAN VIDHYALAYA","VADODARA","SHAHER-22 , KISHANWADI","Gujarat","Government Aided","Secondary Only","390019"
"24191304605","ASHA SPECIAL EDUCATION CENTRE","VADODARA","VADODARA - 1","Gujarat","Private Unaided (Recognized)","Primary","390003"
"24191302904","ROZY ENGLISH MEDIUM SCHOOL","VADODARA","PANIGATE WARD-9","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390019"
"24191302903","ROZY PRIMARY SCHOOL (GUJ.)","VADODARA","PANIGATE WARD-9","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390016"
"24191300350","SHRI SARASWATI VIDYALAYA (GUJ)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390004"
"24191304103","N.P. SHAHER SCHOOL NO-4","VADODARA","EL WARD 7 SHAHER - 3","Gujarat","Local body","Primary with Upper Primary","390006"
"24191304021","N.P. SHAHER SCHOOL NO-3","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Local body","Primary with Upper Primary","390006"
"24191302906","N.P. SHAHER SCHOOL NO-14","VADODARA","PANIGATE WARD-9","Gujarat","Local body","Primary with Upper Primary","390019"
"24191302908","N.P. SHAHER SCHOOL NO-16","VADODARA","PANIGATE WARD-9","Gujarat","Local body","Primary with Upper Primary","390019"
"24191303324","EDUNOVA SCIENCE HIGHER SECONDARY SCHOOL (ENG)","VADODARA","WARD-08, RAOPURA, KARELIBAUG","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","390022"
"24191303323","EDUNOVA SCIENCE HIGHER SECONDARY SCHOOL (GUJ)","VADODARA","WARD-08, RAOPURA, KARELIBAUG","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390022"
"24191213207","UNNATI VIDHYALAYA","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391760"
"24191302614","N.P. SAYAJIGUNJ SCHOOL NO-12","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Local body","Primary with Upper Primary","390015"
"24191213202","VAGHODIYA KANYA SHALA NO 2","VADODARA","VAGHODIYA","Gujarat","Local body","Primary with Upper Primary","391760"
"24191101402","BAPOD PRI.SCH.","VADODARA","BAPOD","Gujarat","Local body","Primary with Upper Primary","390019"
"24191213218","WAGHODIYA ENGLISH SCH","VADODARA","VAGHODIYA","Gujarat","Local body","Primary","391760"
"24191301613","D R AMIN MEMORIAL SCHOOL (CBSE)","VADODARA","WARD-11,GERI,VASANA,GOTRI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390015"
"24191213402","GHODADARA PRI. SCH.","VADODARA","GHODARA","Gujarat","Local body","Primary with Upper Primary","391760"
"24191303907","ADARSH PRIMARY HINDI VIDHYALAYA","VADODARA","SAYAJIGUNJ 1, ALKAPURI, KADAKBAZAR","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390005"
"24191303325","MCCT KARISHMA SPECIAL SCHOOL","VADODARA","WARD-08, RAOPURA, KARELIBAUG","Gujarat","Private Unaided (Recognized)","Primary","390018"
"24191213214","SURYODAY VIDHYALAYA","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391710"
"24191100801","AMPAD PRI.SCH.","VADODARA","AMPAD","Gujarat","Local body","Primary with Upper Primary","391101"
"24191213201","VAGHODIYA KUMAR SHALA","VADODARA","VAGHODIYA","Gujarat","Local body","Primary with Upper Primary","391760"
"24191302911","N.P. SHAHER SCHOOL NO-25","VADODARA","PANIGATE WARD-9","Gujarat","Local body","Primary with Upper Primary","390019"
"24191302909","N.P. SHAHER SCHOOL NO-22","VADODARA","PANIGATE WARD-9","Gujarat","Local body","Primary with Upper Primary","390019"
"24191304033","M.E.S ENGLISH MEDIUM SCHOOL (ENG)","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Private Unaided (Recognized)","Primary","390012"
"24191301448","GAUTAM PRIMARY SCHOOL","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390015"
"24191302928","SARDAR VALLABHABHAI VIDYALAYA","VADODARA","PANIGATE WARD-9","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390019"
"24191302934","SARDAR VALLABHABHAI VIDYALAYA","VADODARA","PANIGATE WARD-9","Gujarat","Government Aided","Secondary with Higher Secondary","390019"
"24191304310","N.P. RAOPURA SCHOOL NO-5","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Local body","Primary with Upper Primary","390001"
"24191304311","N.P. RAOPURA SCHOOL NO 11","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Local body","Primary with Upper Primary","390001"
"24191213203","VAGHODIYA SHALA NO 3","VADODARA","VAGHODIYA","Gujarat","Local body","Primary with Upper Primary","391760"
"24191303201","PARIVAR VIDHYALAYA (ENG)","VADODARA","WARD-09,PANIGATE","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390019"
"24191211901","SHREE POR TIMBI PRI.SCH.","VADODARA","SHREE POR TIMBI","Gujarat","Local body","Primary","390019"
"24191303002","PARIVAR VIDHYALAYA (GUJ)","VADODARA","VAGHODIA ROAD WARD-9","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390019"
"24191304327","SHREE KRUSHNA HINDI VIDHYALAY(GUJ)","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390018"
"24191304335","SHREE KRUSHNA HINDI VIDHYALAY(GUJ)","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Government Aided","Secondary with Higher Secondary","390018"
"24191304339","M.C.HIGH SCHOOL (ENG)","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary",""
"24191301404","SWAMINARAYAN VIDYALAY","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390021"
"24191304317","M. C. HIGHSCHOOL","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191304001","N.P. SHAHER SCHOOL NO-1","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Local body","Primary with Upper Primary","390006"
"24191305902","SHREE VALLABH VIDHYALAY","VADODARA","WARD NO 5 AAJVA ROAD SHAER -16","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390014"
"24191305907","SHREE VALLABH VIDHYALAY","VADODARA","WARD NO 5 AAJVA ROAD SHAER -16","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390019"
"24191305906","SHREE VALLABH VIDHYALAY","VADODARA","WARD NO 5 AAJVA ROAD SHAER -16","Gujarat","Government Aided","Secondary Only","390019"
"24191304105","N.P. SHAHER SCHOOL NO 2","VADODARA","EL WARD 7 SHAHER - 3","Gujarat","Local body","Primary with Upper Primary","390006"
"24191208101","MOTI MANEKPUR PRI.SCH.","VADODARA","MOTI MANEKPUR","Gujarat","Local body","Primary with Upper Primary","391761"
"24191304029","VINAY VIDYALAYA","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Government Aided","Secondary with Higher Secondary","390006"
"24191304020","VINAY VIDYALAYA","VADODARA","EL WARD 8 FATEPURA -1","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390011"
"24191213217","Dr.N.G.SHAH VIDHYALAY","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Secondary Only","391760"
"24191213210","Dr.N.G.Shah Sarvajanik High School","VADODARA","VAGHODIYA","Gujarat","Government Aided","Secondary with Higher Secondary","391760"
"24191301417","THE M. E. S. PRIMARY SCHOOL","VADODARA","WARD-7,FATEGUNJ,NAWAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
"24191108101","MAHAPURA PRI.SCH.","VADODARA","MAHAPURA","Gujarat","Local body","Primary with Upper Primary","391101"
"24191100501","AANKHOL PRI.SCH.","VADODARA","AANKHOL","Gujarat","Local body","Primary with Upper Primary","390019"
"24191213204","CHANDULAL M SHAH VINAY MANDIR","VADODARA","VAGHODIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391760"
"24191303303","N.P. RAOPURA SCHOOL NO-7","VADODARA","WARD-08, RAOPURA, KARELIBAUG","Gujarat","Local body","Primary with Upper Primary","390001"
"24191213208","Govt Highsecondary school ( Sci Stream )","VADODARA","VAGHODIYA","Gujarat","Department of Education","Higher Secondary only/Jr. College","391760"
"24191304305","N.P. RAOPURA SCHOOL NO-10","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Local body","Primary with Upper Primary","390001"
"24191302929","M E S BOY'S HIGH SCHOOL","VADODARA","PANIGATE WARD-9","Gujarat","Government Aided","Secondary with Higher Secondary","390006"
"24191304301","THE SHARADA MANDIR HIGH SCHOOL","VADODARA","RAOPURA -8, NAGARVADA, KOTHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390001"
